,Customer Type,Type of Travel,Class,satisfaction,Flight Distance,Inflight entertainment,Baggage handling,Arrival Delay in Minutes
87771,1,2,2,2,1759,4,4,36.0
87775,1,1,3,1,667,5,4,0.0
87777,1,1,3,1,305,5,5,24.0
87778,1,1,3,1,1066,5,5,54.0
87779,2,2,3,1,1010,4,3,87.0
87780,1,1,3,1,227,3,4,358.0
87781,1,1,3,1,544,2,2,7.0
87782,1,2,2,1,2528,4,4,81.0
87783,1,2,3,1,1670,5,5,0.0
87784,1,2,2,2,1874,2,4,202.0
87787,2,2,3,2,631,2,5,22.0
87788,1,2,2,2,236,5,5,37.0
87789,1,1,3,2,372,1,1,0.0
87791,1,2,1,2,170,4,4,0.0
87792,1,1,3,1,438,5,3,1.0
87793,1,2,2,2,3590,5,5,3.0
87794,1,2,2,1,502,4,4,2.0
87796,2,2,3,1,462,4,4,2.0
87798,1,1,3,1,316,1,2,0.0
87799,2,2,3,1,119,4,4,15.0
87800,1,2,1,2,692,4,1,20.0
87801,1,2,2,1,679,2,3,90.0
87802,1,2,1,1,296,2,3,17.0
87804,1,2,2,2,3958,4,5,31.0
87805,2,2,3,1,515,5,5,0.0
87806,1,2,2,2,1390,4,4,5.0
87807,1,1,3,1,223,1,4,21.0
87808,1,2,2,1,584,2,3,14.0
87810,1,1,2,1,733,2,1,0.0
87811,1,2,2,2,1546,4,4,14.0
87814,2,2,3,1,190,2,2,0.0
87815,1,1,3,1,631,2,3,20.0
87816,1,1,3,1,2355,1,3,0.0
87817,1,2,1,1,640,3,4,0.0
87818,1,2,3,1,460,3,4,72.0
87819,1,2,2,2,2774,3,3,1.0
87820,1,2,2,2,853,4,3,33.0
87821,1,2,2,2,2969,5,5,5.0
87822,1,2,2,2,3139,4,4,0.0
87827,2,2,2,1,1166,3,5,1.0
87830,1,2,3,2,369,5,2,10.0
87831,1,2,2,2,1199,5,5,15.0
87833,1,2,2,1,3365,3,4,84.0
87836,1,1,3,1,2409,3,4,50.0
87839,1,1,3,1,466,4,5,0.0
87840,1,2,2,1,1500,4,3,139.0
87841,1,2,2,1,2521,2,2,0.0
87842,1,1,2,1,308,4,1,0.0
87844,1,1,3,2,967,2,4,0.0
87845,1,2,2,2,129,4,3,45.0
87846,1,1,3,1,425,5,5,195.0
87847,1,1,3,1,1162,4,5,0.0
87848,1,1,3,1,651,1,4,0.0
87849,1,2,3,1,1024,2,3,0.0
87850,1,2,2,2,239,5,5,24.0
87851,2,2,3,1,479,3,2,109.0
87852,1,1,3,1,1084,3,4,40.0
87853,1,2,3,2,853,4,4,31.0
87854,2,2,3,1,402,5,3,3.0
87856,2,2,3,1,230,1,3,0.0
87857,1,2,3,2,270,4,4,4.0
87858,1,2,2,2,1190,4,4,20.0
87859,1,2,2,2,3967,3,3,0.0
87862,1,2,3,2,209,3,3,0.0
87863,1,2,2,2,2398,4,4,2.0
87866,2,2,2,1,1014,4,4,0.0
87867,2,2,3,2,816,1,4,0.0
87868,1,2,3,2,321,5,5,0.0
87870,1,1,3,1,1598,3,5,0.0
87871,1,1,3,1,262,1,3,0.0
87872,1,1,3,2,1448,2,4,0.0
87873,1,2,2,2,214,3,2,0.0
87874,2,2,2,1,596,1,3,7.0
87875,1,2,3,2,279,5,2,0.0
87876,1,1,3,1,772,2,3,0.0
87877,2,2,2,1,764,1,5,26.0
87878,1,2,2,1,2454,1,3,44.0
87879,1,2,2,2,2153,4,4,4.0
87880,2,2,3,2,1034,4,3,0.0
87881,2,2,2,1,1597,5,4,17.0
87882,1,2,2,2,551,4,4,55.0
87883,1,2,2,2,3162,3,3,5.0
87884,2,2,3,1,260,5,3,0.0
87885,1,1,3,1,630,3,3,0.0
87886,2,2,2,1,2640,3,2,0.0
87887,1,2,2,2,3351,4,4,21.0
87888,1,2,2,2,2689,2,2,0.0
87889,1,2,2,2,1041,4,4,3.0
87890,1,2,2,2,1728,4,4,26.0
87891,2,2,3,1,447,1,2,126.0
87892,1,2,2,2,2080,2,2,0.0
87893,1,2,3,2,2496,1,5,58.0
87894,1,1,3,1,1046,4,5,0.0
87895,1,1,3,1,1325,3,3,0.0
87896,1,1,3,1,181,2,5,29.0
87897,1,2,2,2,2546,5,4,7.0
87898,1,2,2,2,2942,2,2,0.0
87899,1,2,2,2,2739,4,2,0.0
87901,1,1,3,1,155,1,3,12.0
87902,2,2,3,1,460,3,5,0.0
87903,1,2,2,1,3388,1,1,10.0
87904,1,2,2,2,1340,5,5,7.0
87905,1,2,3,2,864,5,5,0.0
87907,1,1,3,1,325,2,2,11.0
87908,1,2,2,1,1779,4,4,317.0
87909,1,1,3,1,605,3,3,84.0
87910,1,2,2,2,2824,4,3,0.0
87911,1,2,2,2,2481,4,4,1.0
87912,1,2,2,1,2755,2,4,16.0
87913,1,2,2,2,3036,5,5,1.0
87914,1,2,2,1,1739,3,3,0.0
87916,1,1,3,1,151,3,4,0.0
87919,2,2,2,2,204,1,4,0.0
87920,1,2,2,2,2338,2,2,0.0
87921,2,2,2,2,1303,5,4,0.0
87922,2,2,2,1,163,5,4,3.0
87923,2,2,3,1,761,3,4,59.0
87924,2,2,3,1,612,3,4,129.0
87926,1,1,3,1,710,5,5,46.0
87927,1,1,3,2,110,2,3,0.0
87928,2,2,3,1,1300,3,3,9.0
87929,1,2,2,2,2715,3,5,0.0
87931,1,1,3,1,190,1,3,2.0
87933,1,2,2,2,3457,2,2,2.0
87934,1,2,3,1,622,2,2,6.0
87935,1,2,2,1,372,1,4,0.0
87936,1,2,2,2,3890,3,3,33.0
87937,1,1,2,1,846,3,4,27.0
87938,1,2,2,2,227,4,4,3.0
87940,1,2,2,2,1752,4,4,5.0
87942,1,1,3,1,726,2,3,16.0
87943,2,2,2,2,663,4,5,0.0
87944,1,2,2,2,2813,5,5,15.0
87945,2,2,3,2,433,4,3,0.0
87946,1,2,3,1,2475,4,4,9.0
87947,1,2,2,2,675,5,5,0.0
87948,1,2,2,2,2268,4,4,27.0
87949,2,2,3,1,456,3,3,6.0
87950,1,1,3,1,31,1,5,11.0
87951,1,2,2,1,460,2,2,24.0
87952,2,2,2,1,1192,5,4,33.0
87954,2,1,1,1,118,4,1,9.0
87956,1,2,2,2,3265,5,5,0.0
87958,2,1,3,1,370,3,4,15.0
87959,1,1,3,1,669,4,4,13.0
87960,1,1,1,1,411,2,2,0.0
87961,1,2,3,2,192,2,2,257.0
87962,1,1,3,1,1558,1,3,4.0
87964,1,2,2,1,1920,3,3,13.0
87965,1,1,3,1,746,2,1,0.0
87966,1,1,3,1,158,2,3,96.0
87967,2,2,2,2,872,5,4,0.0
87969,2,2,3,1,1306,3,4,0.0
87970,1,2,2,2,1820,4,4,11.0
87971,1,2,2,2,2185,5,5,0.0
87972,1,2,1,2,782,4,1,120.0
87973,1,2,3,2,807,4,4,0.0
87974,1,1,3,1,2288,5,3,0.0
87975,1,2,2,2,1242,4,4,2.0
87976,1,1,3,2,733,2,5,9.0
87977,2,2,2,2,859,1,4,0.0
87979,1,1,3,1,224,3,4,4.0
87980,1,1,3,1,2556,3,3,9.0
87981,1,1,3,1,571,4,5,4.0
87982,1,2,2,2,3376,5,5,7.0
87985,1,1,3,1,247,3,3,6.0
87986,2,2,3,1,371,2,5,34.0
87987,2,2,3,1,214,5,5,13.0
87988,2,2,2,1,802,2,4,0.0
87990,1,2,1,1,261,3,3,0.0
87991,1,1,3,1,1499,3,3,82.0
87992,1,2,3,1,432,3,3,0.0
87993,1,2,2,2,2793,5,5,56.0
87994,1,1,3,1,2422,4,3,0.0
87995,1,2,2,1,447,1,4,0.0
87996,1,1,3,1,371,3,5,0.0
87998,1,1,3,1,1085,4,4,0.0
87999,1,1,3,1,323,3,1,0.0
88000,1,1,3,1,714,1,4,105.0
88001,1,2,2,2,1694,5,2,0.0
88003,1,1,3,1,473,3,5,157.0
88004,1,1,3,1,314,2,3,29.0
88005,1,1,3,1,1023,4,5,0.0
88006,1,2,2,2,805,4,4,66.0
88007,1,1,1,1,399,5,4,0.0
88008,1,2,3,1,802,4,4,0.0
88009,1,2,2,2,819,5,5,6.0
88010,1,2,2,2,3447,4,4,47.0
88012,2,2,2,1,3302,4,4,19.0
88013,2,2,3,1,1016,1,3,0.0
88014,1,2,2,2,2613,5,5,1.0
88015,1,2,2,2,3566,3,5,2.0
88016,1,2,2,2,271,5,5,39.0
88017,1,2,2,2,1663,4,4,3.0
88018,1,2,2,2,577,5,5,47.0
88020,1,2,3,1,195,2,3,0.0
88021,1,2,2,2,1938,5,5,0.0
88022,1,2,2,2,135,4,5,45.0
88024,1,2,2,2,3636,5,4,0.0
88025,1,2,2,2,1608,5,5,11.0
88026,2,2,3,1,1070,4,3,87.0
88028,1,2,2,2,1875,1,1,0.0
88029,1,1,3,2,667,2,4,0.0
88030,1,2,2,1,892,1,2,0.0
88031,1,1,3,1,965,4,5,0.0
88032,1,2,2,2,3753,5,3,0.0
88033,1,1,3,1,337,1,5,7.0
88034,1,1,3,1,957,3,5,5.0
88035,1,2,3,1,226,2,2,31.0
88036,2,2,3,1,1004,3,2,54.0
88037,2,2,3,1,391,4,2,42.0
88038,1,1,3,1,442,3,1,17.0
88039,1,2,3,1,251,3,4,18.0
88040,1,2,2,2,2332,5,5,57.0
88042,1,2,2,1,516,3,3,7.0
88043,1,1,2,1,277,2,4,72.0
88044,1,2,2,1,3254,3,3,36.0
88045,1,1,2,1,207,3,2,78.0
88046,1,2,2,1,1635,3,4,9.0
88047,2,2,3,2,453,5,3,1.0
88048,1,1,3,1,408,3,5,3.0
88050,1,1,2,1,818,3,3,6.0
88053,2,2,3,1,849,2,3,61.0
88054,1,2,2,2,3983,4,4,0.0
88055,1,2,3,1,408,2,3,0.0
88056,1,2,3,2,190,5,3,0.0
88057,1,2,3,1,216,2,3,6.0
88058,1,1,2,1,696,5,5,0.0
88059,2,2,3,1,1404,2,3,0.0
88060,1,1,3,1,936,2,3,14.0
88061,1,2,2,2,3505,4,4,0.0
88062,2,2,2,1,240,1,4,5.0
88063,2,2,2,1,507,2,5,0.0
88064,2,2,3,1,737,1,3,1.0
88065,1,2,2,1,128,3,2,0.0
88066,1,2,2,1,1706,4,4,6.0
88067,1,2,3,1,1124,4,3,0.0
88068,1,2,2,2,3544,3,3,0.0
88069,1,1,3,1,588,5,3,0.0
88070,1,1,3,1,587,4,4,29.0
88071,1,1,3,1,1598,5,2,0.0
88072,1,1,1,1,772,2,1,0.0
88073,1,1,3,1,946,5,3,5.0
88074,1,2,2,2,251,4,4,0.0
88075,2,2,2,1,1045,1,4,0.0
88076,1,2,2,2,1508,4,3,0.0
88079,2,2,3,2,2583,3,5,28.0
88080,1,1,1,1,1464,3,2,5.0
88081,1,1,3,2,674,2,2,1.0
88082,2,2,3,1,1355,3,4,0.0
88083,2,2,2,1,351,1,3,38.0
88084,1,2,2,2,853,4,4,44.0
88085,1,2,3,2,524,5,5,58.0
88086,1,1,3,1,508,3,5,53.0
88087,1,2,2,2,1416,4,4,20.0
88088,2,2,1,1,471,2,4,0.0
88089,1,1,3,1,338,2,4,7.0
88094,2,2,2,2,1075,3,3,42.0
88095,2,2,2,1,488,5,5,0.0
88097,1,1,2,1,2295,3,2,94.0
88098,1,1,3,2,1481,1,3,0.0
88100,1,2,2,2,2100,5,4,0.0
88101,2,2,2,1,414,3,5,1.0
88102,1,1,1,1,2288,3,3,0.0
88103,1,1,1,1,782,5,5,0.0
88106,1,2,2,2,1504,5,2,0.0
88109,2,2,3,1,416,3,4,0.0
88110,1,1,3,1,455,3,4,0.0
88111,1,1,3,1,254,2,4,2.0
88113,1,1,1,1,1024,2,2,43.0
88115,2,2,2,1,283,3,5,0.0
88116,1,1,3,1,516,1,4,18.0
88117,2,2,3,1,251,3,3,190.0
88118,1,1,3,1,650,5,3,49.0
88119,1,1,3,1,526,1,5,78.0
88121,1,1,1,1,1514,5,3,0.0
88122,1,2,3,1,459,1,1,3.0
88123,1,2,3,2,718,4,3,39.0
88124,1,2,1,1,187,2,3,0.0
88125,1,2,3,1,2355,2,4,40.0
88126,1,2,2,2,2455,4,5,0.0
88127,1,2,2,1,1797,1,2,0.0
88128,1,2,2,2,4000,4,4,27.0
88130,2,2,3,2,238,2,1,81.0
88131,1,1,3,1,366,4,5,10.0
88132,2,2,3,1,602,1,3,94.0
88133,1,2,2,2,533,5,5,1.0
88134,1,2,3,1,1744,3,3,25.0
88135,1,1,3,1,2072,5,5,18.0
88136,2,2,3,1,862,3,4,14.0
88137,1,2,2,2,3147,4,4,57.0
88139,2,2,2,1,1092,5,5,0.0
88140,1,1,3,1,300,3,5,14.0
88141,1,2,3,2,416,5,1,106.0
88142,1,1,3,1,197,4,2,24.0
88145,1,1,3,1,576,5,5,0.0
88146,1,2,2,2,1690,3,3,0.0
88147,2,2,2,2,577,5,4,0.0
88149,2,2,2,1,2475,2,3,11.0
88151,1,2,2,2,3777,5,5,22.0
88152,1,2,3,1,773,4,4,0.0
88153,1,2,2,2,170,4,3,2.0
88154,2,2,3,2,1195,5,4,0.0
88156,1,1,1,1,954,5,1,16.0
88157,1,2,2,1,2363,2,2,0.0
88158,1,2,2,2,3444,4,5,178.0
88159,1,2,2,1,3356,1,1,0.0
88160,2,2,3,1,399,1,5,28.0
88161,1,1,3,1,721,5,5,42.0
88162,1,1,2,1,1747,5,4,25.0
88163,1,1,3,1,1400,2,1,0.0
88164,1,1,3,1,304,1,5,37.0
88165,1,2,3,2,378,5,5,0.0
88166,2,2,3,1,284,2,3,113.0
88169,1,1,3,2,612,4,4,0.0
88170,1,2,2,1,2852,2,2,0.0
88171,2,2,2,2,1061,5,4,5.0
88173,2,2,3,1,826,3,3,6.0
88174,2,2,3,1,287,2,4,34.0
88176,1,2,2,2,2275,4,4,9.0
88177,1,1,3,1,587,1,1,24.0
88178,2,2,3,1,366,4,2,0.0
88179,1,1,3,1,1407,2,5,7.0
88182,1,2,2,2,214,5,5,2.0
88183,2,2,3,1,817,5,4,7.0
88184,1,2,2,1,3297,2,2,1.0
88185,1,2,3,2,563,5,2,24.0
88187,1,2,2,2,3804,5,5,32.0
88188,2,2,2,1,1089,4,5,111.0
88189,1,2,3,1,683,4,4,33.0
88190,1,2,3,2,391,4,5,2.0
88191,1,1,3,1,192,3,5,24.0
88192,1,1,3,1,1056,4,3,18.0
88193,1,2,2,2,542,3,3,67.0
88194,1,1,2,1,2172,4,4,13.0
88195,1,2,2,2,1536,5,5,109.0
88196,1,2,2,1,2309,3,3,0.0
88197,1,1,3,2,642,3,2,0.0
88198,1,1,3,1,383,1,3,0.0
88199,1,1,3,1,304,5,4,8.0
88202,1,2,3,1,302,1,1,2.0
88205,1,2,2,2,3309,3,3,0.0
88206,1,1,3,1,521,3,4,0.0
88207,2,2,2,1,1189,1,4,0.0
88208,2,2,2,1,2586,5,4,54.0
88209,1,2,2,2,3159,5,3,0.0
88210,1,2,3,2,954,4,2,0.0
88211,1,1,3,1,325,3,3,30.0
88212,1,2,2,1,2000,1,1,75.0
88213,1,2,2,2,2673,4,4,0.0
88214,1,2,3,2,200,5,4,0.0
88215,1,2,3,2,456,5,3,5.0
88216,1,1,3,1,977,3,5,5.0
88217,1,2,2,2,3011,3,1,25.0
88218,1,1,3,1,308,1,2,0.0
88219,2,2,3,1,441,1,4,0.0
88220,2,2,3,2,1739,2,4,32.0
88222,1,1,3,1,476,2,3,92.0
88223,1,1,1,1,471,5,3,0.0
88224,1,2,3,1,651,2,2,0.0
88227,2,2,2,2,545,2,5,0.0
88228,1,2,2,2,1190,4,4,11.0
88229,1,2,1,1,325,1,4,2.0
88231,1,2,1,2,837,5,5,2.0
88232,1,1,1,1,150,4,5,0.0
88233,2,2,3,1,1149,3,4,67.0
88234,1,1,3,1,406,1,3,14.0
88235,1,2,2,2,147,5,5,0.0
88236,1,1,3,1,785,4,4,17.0
88237,1,1,1,1,1171,3,3,2.0
88239,2,2,3,1,1141,3,1,18.0
88240,1,1,3,1,1124,5,5,12.0
88242,1,2,2,1,3689,1,1,50.0
88244,2,2,3,1,317,5,5,2.0
88246,1,2,2,2,2174,4,4,3.0
88247,1,2,2,2,89,4,4,16.0
88249,1,1,1,1,452,4,3,1.0
88252,1,2,3,1,308,3,2,0.0
88253,1,2,2,2,139,4,4,0.0
88254,2,2,1,1,503,5,2,27.0
88256,1,1,3,1,177,2,1,0.0
88257,1,2,2,1,3113,2,2,15.0
88261,1,1,3,1,1590,4,4,15.0
88262,1,1,3,2,519,5,5,5.0
88263,1,1,3,1,650,4,5,10.0
88264,1,2,2,2,2104,4,4,67.0
88265,1,2,2,2,1096,2,2,6.0
88266,1,2,2,1,3322,2,2,0.0
88269,1,2,2,2,2317,5,5,104.0
88272,1,2,3,1,483,4,4,3.0
88273,1,1,1,1,1192,3,3,0.0
88274,2,2,3,1,546,4,3,20.0
88275,1,2,2,2,1182,5,4,0.0
88276,1,1,1,2,543,5,4,1.0
88277,1,1,2,2,414,3,5,0.0
88278,2,2,3,2,618,1,3,0.0
88279,1,2,2,2,334,4,4,25.0
88280,1,2,2,2,607,5,5,0.0
88281,1,2,3,1,446,3,3,0.0
88282,1,1,3,1,763,1,3,0.0
88287,1,1,3,2,733,4,3,0.0
88288,2,2,2,1,240,1,4,0.0
88290,1,1,3,1,545,3,2,0.0
88291,1,1,3,1,775,2,5,2.0
88292,2,2,3,1,1048,3,3,64.0
88294,1,1,2,1,315,2,5,0.0
88296,1,2,2,2,200,5,5,77.0
88297,1,2,3,2,239,4,2,0.0
88298,1,1,3,1,715,3,5,6.0
88299,1,2,3,2,145,4,4,0.0
88301,2,2,3,1,416,2,3,81.0
88303,1,2,2,2,2883,5,5,0.0
88304,1,2,2,2,816,5,5,0.0
88305,1,2,2,1,3567,4,4,0.0
88307,1,1,3,1,363,3,5,0.0
88308,1,1,3,1,896,3,4,0.0
88310,1,1,3,2,544,3,3,0.0
88311,1,2,2,2,1037,3,5,159.0
88313,2,2,3,1,108,1,3,17.0
88314,1,2,2,2,1594,2,2,16.0
88316,2,2,2,1,364,3,5,7.0
88317,1,2,2,1,3486,4,4,5.0
88318,2,2,2,2,984,1,4,116.0
88319,1,1,3,1,849,5,4,0.0
88320,1,2,2,2,1440,4,4,46.0
88322,1,2,1,2,630,5,1,1.0
88323,1,1,3,2,1105,4,3,26.0
88324,1,1,1,1,569,5,4,0.0
88325,1,2,2,2,3630,2,2,0.0
88326,1,2,2,2,1983,3,3,0.0
88327,1,2,2,1,3634,4,3,69.0
88328,1,1,1,1,1086,3,3,0.0
88329,1,2,2,2,2661,4,5,26.0
88330,1,2,2,2,3527,4,4,24.0
88331,1,2,2,2,3658,5,5,35.0
88334,1,1,3,1,489,3,2,0.0
88335,1,2,3,2,125,2,3,0.0
88337,1,2,3,2,356,4,1,13.0
88338,1,2,2,2,1525,4,4,12.0
88339,2,2,2,1,628,5,4,47.0
88340,1,2,2,2,2309,4,5,12.0
88341,1,2,3,2,448,3,1,123.0
88343,1,1,1,1,1045,2,5,0.0
88344,1,1,3,1,1102,4,4,0.0
88346,1,2,2,2,2354,2,2,0.0
88347,1,2,2,2,3408,4,5,3.0
88348,1,1,3,1,483,3,4,0.0
88349,2,2,1,1,1379,2,3,0.0
88350,1,2,3,1,327,3,3,76.0
88351,1,2,2,1,2392,3,3,0.0
88352,1,2,2,1,2278,2,2,79.0
88353,1,1,3,1,1541,3,3,35.0
88354,2,2,3,1,828,5,4,0.0
88355,1,1,1,2,425,5,4,11.0
88356,1,1,3,1,1674,1,2,0.0
88357,1,2,2,2,3051,5,5,2.0
88358,2,2,2,2,1849,2,4,0.0
88359,1,1,3,1,1810,3,3,5.0
88362,1,2,1,1,502,3,4,9.0
88364,1,1,3,1,414,2,5,19.0
88365,1,2,2,2,2496,5,5,24.0
88366,1,2,2,2,3847,5,5,18.0
88367,2,2,3,1,1346,4,2,0.0
88368,1,1,3,1,843,3,3,8.0
88369,1,2,2,2,2353,4,4,9.0
88370,1,1,3,1,2153,3,4,1.0
88372,1,2,2,2,1658,3,3,0.0
88373,1,2,3,2,641,4,4,33.0
88374,2,2,3,1,281,5,3,20.0
88375,1,2,3,2,192,5,5,4.0
88377,1,2,2,1,3346,3,3,0.0
88378,1,2,3,2,221,5,2,0.0
88379,1,1,3,1,633,2,2,0.0
88381,1,2,3,1,1735,3,4,114.0
88382,2,2,2,1,1089,3,3,1.0
88383,2,2,2,1,252,1,1,4.0
88384,1,1,3,1,270,4,5,2.0
88385,1,2,3,2,2409,5,4,9.0
88389,1,1,3,1,1005,3,4,114.0
88390,1,2,2,2,3394,5,4,2.0
88392,1,1,2,1,867,5,5,0.0
88393,1,1,2,1,1506,1,4,0.0
88394,1,2,2,1,261,1,1,0.0
88395,2,2,2,1,757,4,5,0.0
88396,1,1,2,1,1195,2,2,0.0
88397,2,2,3,1,1062,2,1,0.0
88398,1,1,3,1,288,1,3,221.0
88399,1,2,2,2,220,4,5,96.0
88400,1,2,2,2,1849,2,2,33.0
88401,1,1,3,1,2521,4,4,36.0
88402,2,2,3,1,448,3,1,11.0
88403,1,1,3,1,649,3,4,11.0
88404,1,2,1,2,748,5,1,0.0
88405,1,2,2,1,507,3,3,34.0
88407,1,2,2,2,2176,4,5,0.0
88408,1,2,2,1,1921,1,4,0.0
88409,1,2,2,2,1688,3,3,11.0
88410,1,2,3,1,302,4,3,0.0
88411,1,2,3,2,846,4,4,1.0
88412,1,1,2,1,1452,5,5,0.0
88413,1,1,3,1,227,4,4,0.0
88414,2,2,3,1,878,3,3,0.0
88415,1,2,2,2,1235,2,2,46.0
88416,1,1,1,1,196,1,5,0.0
88417,1,1,3,1,471,3,5,0.0
88418,1,2,2,2,468,3,3,15.0
88420,1,2,2,2,3270,5,5,0.0
88421,1,2,2,1,1544,3,3,0.0
88423,1,2,2,2,853,4,5,12.0
88426,2,2,3,1,526,4,5,0.0
88427,1,2,2,2,3672,5,4,3.0
88428,1,2,2,2,1750,3,4,0.0
88430,2,2,3,1,1025,2,3,6.0
88432,2,2,3,1,563,5,3,56.0
88434,1,2,2,1,3789,3,3,12.0
88435,1,1,3,1,102,1,3,3.0
88438,1,2,2,1,581,3,3,0.0
88439,2,2,3,1,633,4,4,0.0
88440,2,2,2,2,1084,2,4,25.0
88441,2,2,2,2,2434,3,4,30.0
88442,1,2,2,2,761,5,5,18.0
88443,2,2,3,1,483,2,1,26.0
88444,1,2,2,2,287,5,5,39.0
88445,1,2,3,2,1008,4,2,63.0
88446,1,1,3,2,899,5,4,32.0
88451,1,1,3,1,2007,3,5,143.0
88452,2,2,2,1,352,4,4,0.0
88453,1,1,3,1,1164,4,4,0.0
88456,1,1,3,1,1546,2,2,5.0
88457,1,1,1,1,1299,5,4,0.0
88458,1,2,2,1,2260,4,4,9.0
88459,1,1,3,1,89,2,4,3.0
88460,1,1,3,1,2381,3,4,0.0
88461,2,2,3,1,1096,3,2,7.0
88462,2,2,3,1,358,4,3,11.0
88463,1,1,3,2,1117,5,5,0.0
88467,1,2,2,2,393,4,4,11.0
88469,1,1,3,1,1521,5,4,12.0
88470,1,1,3,1,531,5,4,11.0
88471,1,2,2,2,3332,4,4,14.0
88472,1,2,1,2,978,4,4,26.0
88473,1,2,2,1,2640,2,1,0.0
88474,1,1,3,1,719,5,4,0.0
88476,1,2,2,1,1505,1,1,0.0
88477,1,1,3,1,562,1,5,7.0
88479,1,2,2,2,1971,4,5,0.0
88480,1,2,2,1,2324,2,3,7.0
88481,1,1,3,1,483,4,4,53.0
88482,1,2,2,1,966,3,2,4.0
88483,1,2,2,2,3714,2,2,4.0
88484,2,2,3,2,67,5,5,0.0
88488,1,1,3,1,1303,1,1,0.0
88489,1,2,2,2,187,2,4,0.0
88491,1,2,2,1,1772,1,1,151.0
88492,2,2,3,1,1123,5,2,7.0
88493,1,2,2,2,1989,4,4,0.0
88494,2,2,2,1,583,5,5,14.0
88496,1,1,3,1,391,4,4,4.0
88497,1,2,2,2,1999,5,3,35.0
88499,2,2,3,2,349,3,4,0.0
88500,1,2,2,2,2801,2,1,6.0
88502,2,2,3,1,442,4,2,28.0
88503,1,1,3,2,337,1,1,0.0
88504,1,2,2,1,1979,1,3,0.0
88506,1,1,3,1,229,4,5,1.0
88509,1,2,2,2,192,4,4,125.0
88511,1,1,2,1,417,3,1,0.0
88512,1,2,3,1,383,4,3,28.0
88514,1,1,3,1,1562,2,3,90.0
88515,1,2,3,1,296,3,4,16.0
88516,1,1,3,1,794,5,4,113.0
88517,2,2,3,1,175,5,5,2.0
88518,1,2,2,2,2230,3,3,3.0
88519,1,2,3,1,1444,2,3,0.0
88520,1,2,1,2,609,4,4,10.0
88521,1,2,2,2,1864,4,4,10.0
88522,1,1,3,1,239,2,2,0.0
88523,1,2,2,2,1511,2,2,0.0
88524,1,2,2,2,1183,5,5,19.0
88525,2,2,2,2,141,4,5,51.0
88529,1,1,3,1,542,1,1,0.0
88530,2,2,3,1,1000,3,1,29.0
88531,1,1,3,1,2602,2,4,21.0
88532,1,2,2,2,3706,1,1,0.0
88533,2,2,3,1,372,3,2,2.0
88534,1,1,3,1,562,1,1,12.0
88536,1,1,3,2,546,2,1,0.0
88537,1,2,3,1,502,3,4,29.0
88540,2,2,3,1,844,3,1,2.0
88541,2,2,3,1,308,5,4,5.0
88542,1,1,1,1,314,3,2,44.0
88544,1,2,2,2,951,2,2,73.0
88545,2,2,2,1,363,5,4,0.0
88546,1,2,3,2,773,5,5,27.0
88547,1,1,3,1,1121,4,4,7.0
88548,1,2,3,2,227,4,5,0.0
88549,1,2,2,2,2275,4,4,15.0
88551,1,2,2,2,1645,4,4,0.0
88552,1,2,1,2,31,4,5,0.0
88554,1,2,2,2,2112,4,4,1.0
88555,1,2,2,2,3889,5,5,0.0
88557,1,2,2,2,1028,5,2,0.0
88559,1,2,3,1,547,1,4,10.0
88561,1,1,3,1,204,2,3,1.0
88562,1,2,2,2,3253,4,4,3.0
88563,1,2,2,2,980,5,5,9.0
88565,2,2,3,1,166,3,4,0.0
88566,2,2,3,1,594,4,2,9.0
88567,2,2,3,1,152,3,3,0.0
88568,2,2,3,1,296,2,2,0.0
88569,2,2,2,2,432,4,5,0.0
88570,1,2,2,2,3378,5,4,142.0
88571,1,2,2,1,3132,3,3,69.0
88572,1,2,3,1,2153,1,2,10.0
88573,1,2,3,1,888,5,3,75.0
88574,1,2,2,2,3554,4,4,9.0
88575,1,2,2,2,282,5,5,0.0
88576,1,2,3,1,627,2,2,22.0
88577,2,2,3,2,137,3,1,346.0
88578,1,2,3,2,406,4,3,0.0
88579,1,1,3,1,1440,4,5,0.0
88580,1,2,2,2,1566,5,5,38.0
88581,2,2,2,1,235,1,2,60.0
88582,1,2,3,1,1979,2,2,31.0
88583,1,1,3,1,1072,2,3,0.0
88586,2,2,2,1,1197,4,3,0.0
88587,1,1,3,1,2342,5,2,66.0
88589,1,2,2,2,2097,5,5,11.0
88590,1,2,2,1,624,2,3,39.0
88591,1,1,1,1,867,1,4,0.0
88592,1,1,3,1,588,3,4,0.0
88593,2,2,3,1,247,3,3,11.0
88594,1,2,2,2,2649,4,4,0.0
88595,1,2,3,1,2475,1,4,0.0
88598,2,2,2,1,1501,3,4,0.0
88599,1,2,2,2,261,4,1,0.0
88600,1,2,3,1,583,4,4,19.0
88601,1,1,3,1,1187,2,1,12.0
88602,1,2,2,2,3233,4,4,0.0
88603,2,2,3,1,1017,2,2,0.0
88604,1,2,2,2,2411,5,5,64.0
88605,2,2,2,1,417,5,5,7.0
88606,1,2,2,2,495,5,4,0.0
88608,2,2,2,1,749,3,5,0.0
88610,2,2,3,1,588,1,2,0.0
88612,1,2,2,2,1747,4,4,13.0
88613,1,2,2,1,3106,2,1,0.0
88614,2,2,2,2,669,4,4,39.0
88616,1,2,2,1,3681,2,2,5.0
88617,1,2,2,2,237,5,5,10.0
